english,manual_igbo,nllb_igbo,bleu_score,meteor_score,chrf_score,rouge1_score,rouge2_score,rougeL_score,exact_match
The venue was the Senate Presidents guest house at No.,Ebe mgbakọ bụrụ n'ụlọ ọbịa nke onye isi Sineeti nke nọ na.,Ihe a na-eme n'ebe ahụ bụ ụlọ ndị isi oche nke ndị omebe iwu nọ n'ọnụ ụzọ ámá No.,0.01340082578177889,0.0,0.20444621468499258,0.4864864864864865,0.0,0.3243243243243243,0
"We call on the government to act fast, he said.","Okwuru sị, Anyị na-akpọ ndị ọchịchị ka ha mee ngwa ngwa.",O kwuru na anyị na-akpọ gọọmenti ka o mee ihe ngwa ngwa.,0.045293761707938834,0.0,0.46625219456776407,0.5185185185185186,0.24000000000000002,0.5185185185185186,0
"The cases will be continued by other officers, he said.","Okwuru sị, Ndị uweojii ndị ọzọ ga-eso ikpe ndị a.",O kwuru na ndị uweojii ndị ọzọ ga-aga n'ihu n'okwu ndị a.,0.10600313379512592,0.0,0.5717086856078634,0.5384615384615385,0.41666666666666663,0.5384615384615385,0
"However, he remains in active service despite the retirement directive.","Mana, ọ kana arụsị ọrụ ike n'agbanyeghi ntuziaka ezumike nká.","Otú ọ dị, ọ ka nọ n'ọrụ n'agbanyeghị ntụziaka ahụ e nyere banyere ịla ezumike nká.",0.02878787818101127,0.0,0.506659949271995,0.2857142857142857,0.07692307692307693,0.2857142857142857,0
"Yet, sources say there is little to show for it.","Mana, ebe mmalite okwu na-ekwu na ọ dịghị ihe dị ukwuu a pụrụ igosi maka ya.","Otú ọ dị, isi mmalite na-ekwu na ọ dịghị ihe dị ukwuu a pụrụ igosi maka ya.",0.6889656775362827,0.0,0.7563880124226042,0.8333333333333334,0.7647058823529412,0.8333333333333334,0
"The matter is adjourned to the 30th of January, 2025.","Okwu a ga-eyigharị n'ụbọchị iri atọ n'ọnwa Jenụwarị, n'afọ 2025",A kwụsịtụrụ okwu ahụ ruo ụbọchị 30 nke Jenụwarị 2025.,0.0,0.0,0.26541394980827354,0.45161290322580644,0.1379310344827586,0.38709677419354843,0
The Senate President has yet to respond to the allegations publicly.,Onye isi Sineeti azaghachibeghi ebubo ndị a n'ihu ọha.,Onyeisi ụlọomeiwu ukwu enwetabeghị azịza n'ihu ọha maka ebubo ndị ahụ.,0.04411629359322707,0.0,0.46784321034358584,0.41666666666666663,0.27272727272727276,0.25,0
So it will seem as if the people killed me here.,Ma ọ ga-adị ka ọ bụ ebe a ka ndị mmadụ gburu m.,"Ya mere, ọ ga-adị ka à ga-asị na ndị mmadụ gburu m ebe a.",0.1235622127262679,0.0,0.6221839927510779,0.6923076923076924,0.4999999999999999,0.5384615384615384,0
"Section four, sub section eight of the constitution is clear.","Nkebi nke anọ, nwa nkebi nke asatọ nke Iwu ahụ doro anya.","Nkebi nke anọ, nkebi nke asatọ nke Iwu ahụ doro anya.",0.7426141117870939,0.0,0.8974113484505444,0.9565217391304348,0.8571428571428572,0.9565217391304348,0
And then they did it in spite of receiving the order.,Ha emekwa ya n'agbanyeghi iwu ha natara.,Ha mekwara ya n'agbanyeghị na ha natara iwu ahụ.,0.03391326091030751,0.0,0.6447492137781857,0.6666666666666665,0.25,0.5555555555555556,0
I already heard the presiding officer talking about preparing for suspension.,A nụrụla m Ka onye isi uweojii na-ekwu maka ikwado nkwụsịọrụ.,Anụla m ka onyeisi oche na-ekwu banyere ịkwadebe maka nkwusioru.,0.025132936350227657,0.0,0.3701634754896974,0.42857142857142855,0.23076923076923075,0.42857142857142855,0
"Of the presiding officer, to have suspended all other matters.","Nke onye isi uweojii, ime ka okwu ndị ọzọ kwụsịgodi.","Site n'aka onyeisi oche, iji kwụsịtụrụ ihe ndị ọzọ niile.",0.0446323613785333,0.0,0.32475465997079095,0.30769230769230765,0.16666666666666669,0.15384615384615383,0
We are working to ensure that we restore peace and security.,Anyị na-agba mgbo ime ka udo na nchekwa dịghachị.,Anyị na-arụsi ọrụ ike iji hụ na anyị weghachiri udo na nchekwa.,0.03986357128268015,0.0,0.46485776129305695,0.4,0.2608695652173913,0.4,0
We had hoped that the money would be released as scheduled.,Anyị cheere na ego a ga-apụta dịka edokwara,Anyị nwere olileanya na a ga-ahapụ ego ahụ dị ka e mere ndokwa.,0.021972813874997166,0.0,0.3942211571029138,0.56,0.17391304347826086,0.4799999999999999,0
Mr Billie-by-Nze was the major political opponent to the military leader.,Mazi Billie-by-Nze bụrụ onye iro ukwuu nke ndọrọ ndọrọ ọchịchị nye onye isi agha.,Maazị Billie-by-Nze bụ onye isi ndọrọ ndọrọ ọchịchị na-emegide onye ndú ndị agha ahụ.,0.09669265690880861,0.0,0.5956784545362718,0.7,0.47368421052631576,0.65,0
They are not abreast with what is going on in Ondo.,Ha amaghị ihe meganụ n'Ondo.,Ha amaghị ihe na-eme na Ondo.,0.20205155046766235,0.0,0.5589235357828036,0.6153846153846153,0.3636363636363636,0.6153846153846153,0
Her strength made it easy for me to direct with clarity.,Ike ya mere Ka ọ dịịrị m mfe iji zie ụzọ doro anya.,Ike ya mere ka ọ dịrị m mfe iji nghọta na-eduzi m.,0.13556628336735077,0.0,0.46685985137997515,0.6666666666666666,0.64,0.6666666666666666,0
The first is to address the root cause of social vices.,Nke mbụ bụ ikwu okwu màkà ihe na-akpata omume ọjọọ n'ọha.,Nke mbụ bụ ilebara isi ihe na-akpata àgwà ọjọọ ndị mmadụ na-akpa anya.,0.10120193244194395,0.0,0.43677753588369383,0.4827586206896552,0.29629629629629634,0.4827586206896552,0
Its fulfilling to see how it resonates with so many individuals.,Ọ na-enye m obi ụtọ ịhụ na ọtụtụ mmadụ kwenyere na nke a.,Ọ bụ ihe na-enye afọ ojuju ịhụ otú o si emetụta ọtụtụ ndị.,0.021972813874997166,0.0,0.28927605060934336,0.3448275862068965,0.14814814814814817,0.3448275862068965,0
Some gym-goers use these spaces to hook up with romantic partners.,Ọtụtụ ndị na-aga ebe mgbatị ahụ na-aga ikota ndị ha ga-eme enyi.,Ụfọdụ ndị na-aga mgbatị ahụ na-eji ebe ndị a eme ihe ka ha na ndị ha na ha na-akpa nwee mmekọahụ.,0.03477250470582592,0.0,0.48530506730388034,0.4761904761904762,0.25,0.380952380952381,0
He brought into his administration technocrats who added value to governance.,Ọchịchị ya butere ndị teknọlọji nke baara ọha oké uru.,Ọ kpọbatara ndị teknụzụ nọ n'ọchịchị ya bụ́ ndị na-agbakwunye uru n'ịchịisi.,0.020255986027125642,0.0,0.3517634566437355,0.3870967741935484,0.20689655172413793,0.3225806451612903,0
Politicians now compete to see who can be the most honest.,Ugbu a ndị ndọrọ ndọrọ ọchịchị na-adọ ụdọ ịhụ onye kachasị eme ihe n'eziokwu.,Ndị ndọrọ ndọrọ ọchịchị na-asọ mpi ugbu a ịhụ onye ga-abụ onye kacha akwụwa aka ọtọ.,0.08012120435729668,0.0,0.5478134473748665,0.5853658536585366,0.4615384615384615,0.4878048780487805,0
I know he will do the same in his new role.,A ma m na ọ ga-eme otu ihe a n'ọrụ ọhụrụ ya.,Ama m na ọ ga-emekwa otu ihe ahụ n'ọrụ ọhụrụ ya.,0.1627833136472153,0.0,0.8159371678558623,0.7407407407407408,0.5599999999999999,0.7407407407407408,0
Leadership is more than task execution; it is peoples preservation.,"Ọchịchị abụghị naanị ịga ozi, ọ bụkwa ichebe ndị mmadụ.",Ọchịchị karịrị ịrụ ọrụ; ọ bụ ichekwa ndị mmadụ.,0.05396530161402381,0.0,0.3626107229630941,0.45454545454545453,0.19999999999999998,0.45454545454545453,0
What we advise people is to take a very balanced diet.,Ihe anyị na-adụ ndị mmadụ ọdụ bụ iri ezigbo nri ziri ezi.,Ihe anyị na-adụ ndị mmadụ ọdụ ka ha na-eri ezigbo nri.,0.43817713423777205,0.0,0.701799932727693,0.6923076923076923,0.5833333333333334,0.6923076923076923,0
The patient has to eat well by eating fruits and vegetables.,Ndị na-arịa ọrịa kwesiri iri ezigbo nri site n'ịta mkpụrụ osisi na akwụkwọ nri.,Onye ọrịa ahụ aghaghị iri nri nke ọma site n'iri mkpụrụ osisi na akwụkwọ nri.,0.284955776032203,0.0,0.4916668121676535,0.6666666666666667,0.43243243243243246,0.6666666666666667,0
"My friends know about my status, my family members know.","Ndị enyì m ma ọnọdụ m, ndị ezinaụlọ m makwa.","Ndị enyi m maara banyere ọnọdụ m, ndị òtù ezinụlọ m maara.",0.10025157431478134,0.0,0.5177275760655701,0.6153846153846153,0.33333333333333337,0.6153846153846153,0
We are happy that we have successfully done a second transplant.,Obi dị anyị ụtọ n'ihi na anyị emeela ezigbo nyefe akụkụ ahụ.,Obi dị anyị ụtọ na anyị enweela ihe ịga nke ọma n'imega mmadụ ọzọ.,0.21142141714303078,0.0,0.42331794576293147,0.4827586206896552,0.29629629629629634,0.4137931034482759,0
That number is expected to rise to 700 million by 2045.,Ọnụ ọgụgụ a kwesịrị ịrị karịa nde narị asaa ruo afọ puku abụọ na iri anọ na ise.,A na-atụ anya na ọnụ ọgụgụ ahụ ga-eru nde 700 n'afọ 2045.,0.013596557465655168,0.0,0.18584744439656167,0.4324324324324324,0.1142857142857143,0.27027027027027023,0
The size of your dinnerware can affect how much you eat.,Òkè efere iji eri nri ga-akowa oke ihe i ga-eri.,Ọ̀tụ̀tụ̀ nri ị na-eri nwere ike ịbara gị uru.,0.02145851237135921,0.0,0.1895256792657898,0.1818181818181818,0.0,0.1818181818181818,0
This was part of our reference to the WAEC and NECO.,Nke a so n'ihe anyị kwuru banyere WAEC na NECO.,Nke a so n'ihe anyị kwuru banyere WAEC na NECO.,1.0,0.0,1.0,1.0,1.0,1.0,1
Hydration is essential for the proper functioning of all your organs.,Ịṅụ ezigbo mmiri dị oke mkpa iji hụ na akụkụ ahụ gi niile na-arụ ọrụ nke ọma.,Mmiri dị mkpa maka ịrụ ọrụ nke ọma nke akụkụ ahụ́ gị nile.,0.030372749538268132,0.0,0.3810027083582212,0.5625000000000001,0.33333333333333337,0.375,0
Pohlmann Gonzaga cited the growing demand for chocolate in East Asia.,Pohlmann Gonzaga kpọkputara ọchịchọ ahịa Koko na-eto eto n'ọwụwa anyanwụ Eshịa.,Pohlmann Gonzaga kwuru banyere ọchịchọ na-arịwanye elu maka chocolate n'Ebe Ọwụwa Anyanwụ Eshia.,0.036362270465000714,0.0,0.4538772082927068,0.5,0.23529411764705882,0.5,0
Some African champions were also dethroned in scrabble among other events.,Emeriri ọtụtụ ndị mmeri Afrịka n'egwuregwu nke a na-akpọ Scrabble ma n'ime omume egwuregwu ndị ọzọ.,A chụpụkwara ụfọdụ ndị mmeri Afrịka n'ocheeze n'egwuregwu scrabble n'etiti ihe omume ndị ọzọ.,0.0838207273423729,0.0,0.47360942492647834,0.5714285714285714,0.3,0.5238095238095238,0
"Thats why I decided to accept the offer, he said.","O kwuru sị, Nke a bụ ihe mere m jiri kwe ịnabata onyinye a.","Ọ bụ ya mere m ji kpebie ịnabata onyinye ahụ, ka o kwuru.",0.04549497296421332,0.0,0.5121603990210618,0.5384615384615384,0.24999999999999994,0.3846153846153846,0
The tribunal finds the respondent guilty as charged under this count.,Ụlọikpe ahụ kwuru na onye ahụ e boro ebubo bụ onye ikpe mara dị ka e boro ya ebubo a.,Ụlọikpe ahụ kwuru na onye ahụ e boro ebubo bụ onye ikpe mara dị ka e boro ya ebubo a.,1.0,0.0,1.0,1.0,1.0,1.0,1
"For those very sick individuals each day, each hour counts.","Ndị na-arịa oke ọrịa, ụbọchị niile, oge niile dị mkpa.","Nye ndị ahụ na-arịa nnọọ ọrịa, ụbọchị ọ bụla, awa ọ bụla dị mkpa.",0.04516881220954754,0.0,0.44130599334613935,0.6250000000000001,0.4000000000000001,0.6250000000000001,0
We cant do any transfusions because we dont have blood bags.,Anyị enweghị ike iminye ọbara ọbụla maka na anyị enweghị akpa ọbara.,Anyị apụghị ime mmịnye ọ bụla n'ihi na anyị enweghị akpa ọbara.,0.33180774028439425,0.0,0.5505245312812724,0.5714285714285715,0.3846153846153846,0.5714285714285715,0
Consider upgrading your favorite fastfood restaurant to one with healthier options.,Tulee anya ikwalite ụlọ oriri na ọṅụṅụ nke kachasị gị mma ka ọbụrụ nke na-ere nri kachasị dị ahụ mma.,Tụlee imeziwanye ụlọ oriri na ọṅụṅụ nri ngwa ngwa ị hụrụ n'anya ka ọ bụrụ ụlọ oriri na ọṅụṅụ nwere nhọrọ ndị ka mma.,0.11328360454400997,0.0,0.38895467398643974,0.43478260869565216,0.1818181818181818,0.34782608695652173,0
The primary four pupils was living with her aunt and husband.,Nwa akwụkwọ afọ anọ na praịmarị biiri n'ụlọ nwanne nna ya na di ya.,Ụmụ akwụkwọ anọ mbụ ya na nwanne mama ya na di ya bi.,0.0880025831437708,0.0,0.3664786960036605,0.5806451612903226,0.27586206896551724,0.5806451612903226,0
Making major changes to your diet can sometimes seem very overwhelming.,Igbanwe ọtụtụ ihe ndị na-eri mgbe ụfọdụ nwere ike ịdị ka ihe ukwuu.,"Mgbe ụfọdụ, ime mgbanwe ndị dị mkpa n'ihe ị na-eri nwere ike iyi ihe siri ike.",0.032709344708772174,0.0,0.45875542115326345,0.6470588235294118,0.25,0.35294117647058826,0
Its also preferable that the bread contains whole seeds or grains.,Ọ kachakwara mma ka achịcha nwe mkpụrụ zuru okè.,Ọ dịkwa mma na achịcha ahụ nwere mkpụrụ ma ọ bụ ọka.,0.024088562704853513,0.0,0.3892209507033519,0.5217391304347826,0.1904761904761905,0.4347826086956522,0
"Father Njokus Upper Room Ministries at Emene, Enugu for prayers.","Fada Njoku Ministri ụlọ elu nọ n'Emene, Enugu maka ekpere.","Nna Njokus na-eje ozi n'ọnụ ụlọ dị n'elu na Emene, Enugu maka ekpere.",0.08263103182212594,0.0,0.5758247686113233,0.5925925925925926,0.32,0.4444444444444444,0
"Also, prolonged high blood sugar can damage nerves and organs.","Ọzọkwa, ọbara shuga dị elu ruo ogologo oge pụrụ imebi akwara na akụkụ ahụ́.","Ọzọkwa, ọbara shuga dị elu ruo ogologo oge pụrụ imebi akwara na akụkụ ahụ́.",1.0,0.0,1.0,1.0,1.0,1.0,1
She wanted to get home as quickly as possible to register.,Ọ chọrọ ịla ụlọ n'oge ideba aha ya.,Ọ chọrọ ịlaghachi n'ụlọ ngwa ngwa o kwere mee iji debanye aha ya.,0.04646684393670022,0.0,0.5265879779517664,0.5217391304347826,0.1904761904761905,0.43478260869565216,0
"Nigerias football, was nothing to write home about this year.",Egwuregwu bọọlụ nke Naijiria agaghị nke ọma n'afọ a,"Nigerian football, bụ ihe ọ bụla na-ede n'ụlọ banyere afọ a.",0.0,0.0,0.16181681082959598,0.41666666666666663,0.0909090909090909,0.33333333333333337,0
"If youre drawing a blank at mealtime, think in threes.","Ichefuo ihe ọbụla mgbe I na-eri nri, chee n'ihe atọ atọ.","Ọ bụrụ na ị na-eme ihe na-adịghị mma n'oge nri, chee echiche n'ụzọ atọ.",0.03592143420342892,0.0,0.3193340893586274,0.43750000000000006,0.06666666666666667,0.375,0
He thanked the EFCC for making the process open and transparent.,O kelere EFCC maka ha mere usoro dị mkpuke na doo anya.,O kelere EFCC maka ime ka usoro ahụ meghee ma doo anya.,0.2620251007173262,0.0,0.5519116943748253,0.5833333333333334,0.36363636363636365,0.5833333333333334,0
HIV viral load measures the amount of virus in the blood.,Ibu vairọs HIV na-atụ aka na vairọs ole nọ n'ọbara.,Ibu ibu nje HIV na-atụle ọnụọgụ nje ahụ dị n'ọbara.,0.02777619034011792,0.0,0.36469397955277283,0.5,0.23076923076923078,0.5,0
"Etemiku is editorinchief of WADONOR, the cultural voice of Nigeria.","Etemiku bụ onye isi nchịkọta akụkọ nke WADONOR, onye na-ekwuchitere ọnụ omenala nke Naijiria.","Etemiku bụ onyeisi nchịkọta akụkọ nke WADONOR, olu ọdịbendị nke Naịjirịa.",0.22076069962602551,0.0,0.5722501801899856,0.6285714285714287,0.42424242424242425,0.5714285714285715,0
Fiber can be divided into two broad categories soluble and insoluble.,E kere Faịba ụzọ sara mbara abụọ: ndị nwere ike igbake na mmírí na ndị na-enweghi ike.,E nwere ike ịkekọrịta eriri n'ime ụdị abụọ dị iche iche na-agbaze agbaze na ndị na-adịghị agbaze agbaze.,0.0341599190576228,0.0,0.30749938781451136,0.4090909090909091,0.14285714285714288,0.31818181818181823,0
A man who wants to lead by example has traversed territories.,Nwoke chọrọ idu site n'ime atụ agafeela oke ala.,Nwoke nke chọrọ ịbụ onye na-edu ndú site n'ihe nlereanya ya agafeela ókèala dị iche iche.,0.017395797375642234,0.0,0.4713711482957637,0.45161290322580644,0.13793103448275862,0.45161290322580644,0
Changes on the platform since his takeover have been much criticised.,Akatọọla ihe mgbanwe o mere kamgbe ọ baara ọchịchị.,A katọrọ mgbanwe ndị e mere n'elu ikpo okwu ebe ọ bụ na o weghaara ọchịchị.,0.01839381624963888,0.0,0.500399184384259,0.35714285714285715,0.07692307692307691,0.2857142857142857,0
I want to construct a main road called Citadel for you.,A chọrọ m ịrụrụ gị okporo ụzọ a na-akpọ Citadel.,Achọrọ m iwuru gị okporo ụzọ bụ́ isi a na-akpọ Citadel.,0.16306686105372709,0.0,0.7178418589668797,0.6923076923076923,0.5,0.6923076923076923,0
Investing in young athletes is investing in the future of Nigeria.,Itinye ego na ndị ọka egwuregwu bụkwa itinye ego n'ọganiihu Naijiria.,Ịkwụnye ego n'ime ndị na-eto eto na-eme egwuregwu bụ itinye ego n'ọdịnihu nke Naịjirịa.,0.03798229226827674,0.0,0.48572247996666684,0.4571428571428572,0.18181818181818182,0.39999999999999997,0
Being a woman is a factor that cannot be controlled.,Ịbụ nwanyị bụ ihe a naghị ejikwa.,Ịbụ nwanyị bụ ihe a na-apụghị ịchịkwa.,0.6147881529512643,0.0,0.6783053627518911,0.588235294117647,0.5333333333333333,0.588235294117647,0
The event took place on Saturday along the LekkiIkoyi Link Bridge.,Mmemme a mere na Satọdee n'akwa njikọ LekkiIkoyi.,Ihe omume ahụ mere na Saturday n'akụkụ LekkiIkoyi Link Bridge.,0.0446323613785333,0.0,0.43987734466689177,0.3636363636363636,0.09999999999999999,0.3636363636363636,0
"The Minister of State for Health and Social Welfare, Dr.","Onye ozi steeti maka Ahụike na Nlekọta Mmadụ, Dọkịta ","Minista steeti maka ahụike na ọdịmma ọha na eze, Dr.",0.04939382737115371,0.0,0.3709946573079456,0.48000000000000004,0.34782608695652173,0.48000000000000004,0
Politicians who have cases in the Tribunals should follow due process.,Ndị ndọrọ ndọrọ ọchịchị nwere okwu n'ụlọ ikpe kwesịrị isoro usoro kwesịrị ekwesị.,Ndị ndọrọndọrọ ọchịchị ndị nwere ikpe n'ụlọikpe kwesịrị ịgbaso usoro kwesịrị ekwesị.,0.09911392585581973,0.0,0.7925359377963571,0.8717948717948718,0.7027027027027027,0.8717948717948718,0
"Like Caesars wife, they should learn to live above board.","Dịka nwunye Siza, ha kwesịriị ịmụta otu esi ebi ndụ ziri ezi.","Dị ka nwunye Siza, ha kwesịrị ịmụta otú ha ga-esi na-ebi ndụ otú masịrị ha.",0.07432998184513635,0.0,0.6303902359086618,0.6285714285714286,0.4242424242424242,0.6285714285714286,0
"Plus, theyre delicious and pair well with just about anything.",Ma tinyere na ha dị ụtọ ma gaakwa nke ọma na ihe ọbụla.,"Tụkwasị na nke ahụ, ha na-atọ ezigbo ụtọ, ha na ihe ọ bụla na-agwakọta nke ọma.",0.032709344708772174,0.0,0.42564875619814596,0.5294117647058824,0.25,0.4117647058823529,0
"Sleep deprivation disrupts appetite regulation, often leading to increased appetite.","Ehighị ụra na-emebi iwu agụụ, mgbe ụfọdụ na-akpalite agụụ.","Ọ bụrụ na mmadụ ehighị ụra nke ọma, ọ na-eme ka agụụ ghara ịna-agụ ya, nke a na-emekwa ka agụụ na-agụ ya mụbaa.",0.008282282660969604,0.0,0.3660598571853421,0.30769230769230765,0.05405405405405406,0.30769230769230765,0
"If they are not safe, we will not confirm them.","Ọ bụrụ na ha enweghị nsogbu, anyị agaghị ekwetere ha.","Ọ bụrụ na ha anọghị ná nchebe, anyị agaghị ekwenye ha.",0.28997844147152074,0.0,0.551801371880782,0.6363636363636365,0.39999999999999997,0.6363636363636365,0
The supposed democratic nation fast becoming a jungle of brazen injustices.,Obodo kwesịrị ịbụ obodo onye na-ekwu uche ya ji ike abụ ebe ikpe na-ezighị ezi.,Mba a sị na ọ bụ ọchịchị onye kwuo uche ya na-aghọ ngwa ngwa oké ọhịa nke ikpe na-ezighị ezi.,0.0627251733901403,0.0,0.40577542123346616,0.4390243902439025,0.20512820512820512,0.3902439024390244,0
"The citizens remain at the receiving end, groaning in pain.","Ndị obodo a bụ ndị na-edi ya, na-asụ ude na mgbu.","Ụmụ amaala ahụ nọgidere n'ebe a na-anabata ha, na-asụ ude n'ihi ihe mgbu ha na-enwe.",0.030934588294313718,0.0,0.3714825189174929,0.41176470588235287,0.125,0.35294117647058826,0
This is the irreducible and nonnegotiable message His coming brought mankind.,Nke a bụ ozi nke ọbịbịa ya nke a gaghị ewepụ maọbụ kparịa nke o wetere ụmụ mmadụ.,Nke a bụ ozi a na-apụghị ịgbagha agbagha na nke a na-apụghị ịgbagha agbagha nke ọbịbịa Ya wetara ihe a kpọrọ mmadụ.,0.1504714944518938,0.0,0.3872997190958794,0.5098039215686274,0.32653061224489793,0.4313725490196078,0
